Fecha,NFactura,Vendedor,Cliente,Producto,Lote,Cantidad,PrecioUnitario,CostoUnitario,Categoria,StockInicial,StockFinal,Bodega
2024-02-16,F00290,María López,MetalMaq Ltda,Removedor de Ceras,L240210,3,8568,4963,Solventes,8,5,Bodega Sur
2024-02-17,F00291,María López,Logística Andes,Desinfectante Amonio,L240208,18,5271,3126,Limpieza,53,35,Bodega Norte
2024-02-17,F00291,María López,Logística Andes,Sellador Epóxico,L240208,1,13476,9304,Químicos,1,0,Bodega Norte
2024-02-17,F00291,María López,Logística Andes,Solvente Multiuso,L240209,17,7398,4783,Solventes,49,32,Bodega Norte
2024-02-17,F00291,María López,Logística Andes,Removedor de Ceras,L240202,8,9054,5193,Solventes,25,17,Bodega Norte
2024-02-19,F00292,Ana Torres,Servicios Mineros Z,Solvente Multiuso,L240220,19,7079,4778,Solventes,52,33,Bodega Norte
2024-02-19,F00292,Ana Torres,Servicios Mineros Z,Solvente Multiuso,L240224,1,7079,4778,Solventes,1,0,Bodega Norte
2024-02-19,F00292,Ana Torres,Servicios Mineros Z,Removedor de Ceras,L240219,11,8820,5291,Solventes,18,7,Bodega Norte
2024-02-19,F00292,Ana Torres,Servicios Mineros Z,Desinfectante Amonio,L240209,18,5367,3110,Limpieza,55,37,Bodega Norte
2024-02-19,F00292,Ana Torres,Servicios Mineros Z,Detergente Alcalino,L240212,33,4000,2341,Limpieza,94,61,Bodega Norte
2024-02-21,F00293,Juan Pérez,Distribuidora Austral,Detergente Alcalino,L240217,17,3797,2326,Limpieza,28,11,Bodega Norte
2024-02-21,F00293,Juan Pérez,Distribuidora Austral,Removedor de Ceras,L240225,6,9055,5572,Solventes,16,10,Bodega Norte
2024-02-21,F00293,Juan Pérez,Distribuidora Austral,Sellador Epóxico,L240223,3,12816,8516,Químicos,6,3,Bodega Norte
2024-02-21,F00294,María López,Logística Andes,Desengrasante Industrial,L240229,32,4584,3108,Químicos,89,57,Bodega Sur
2024-02-21,F00295,Juan Pérez,Servicios Mineros Z,Removedor de Ceras,L240218,5,8574,4888,Solventes,10,5,Bodega Centro
2024-02-21,F00295,Juan Pérez,Servicios Mineros Z,Desengrasante Industrial,L240223,37,5080,3003,Químicos,201,164,Bodega Centro
2024-02-21,F00295,Juan Pérez,Servicios Mineros Z,Detergente Enzimático,L240203,34,6706,3821,Limpieza,88,54,Bodega Centro
2024-02-21,F00295,Juan Pérez,Servicios Mineros Z,Aditivo Antiespuma,L240210,35,5596,3340,Químicos,120,85,Bodega Centro
2024-02-24,F00296,María López,MetalMaq Ltda,Desengrasante Industrial,L240219,54,4875,3008,Químicos,161,107,Bodega Sur
2024-02-24,F00296,María López,MetalMaq Ltda,Sellador Epóxico,L240214,4,12079,8347,Químicos,8,4,Bodega Sur
2024-02-26,F00297,María López,Servicios Mineros Z,Sellador Epóxico,L240217,6,12165,8427,Químicos,28,22,Bodega Sur
2024-02-26,F00297,María López,Servicios Mineros Z,Sellador Epóxico,L240201,4,12165,8427,Químicos,5,1,Bodega Sur
2024-02-26,F00297,María López,Servicios Mineros Z,Removedor de Ceras,L240222,3,8779,5210,Solventes,12,9,Bodega Sur
2024-02-26,F00297,María López,Servicios Mineros Z,Removedor de Ceras,L240224,6,8779,5210,Solventes,11,5,Bodega Sur
2024-02-26,F00297,María López,Servicios Mineros Z,Solvente Multiuso,L240227,8,7851,4887,Solventes,26,18,Bodega Sur
2024-02-26,F00297,María López,Servicios Mineros Z,Solvente Multiuso,L240211,1,7851,4887,Solventes,2,1,Bodega Sur
2024-02-26,F00297,María López,Servicios Mineros Z,Desinfectante Amonio,L240207,25,5268,3182,Limpieza,73,48,Bodega Sur
2024-02-26,F00297,María López,Servicios Mineros Z,Detergente Alcalino,L240205,23,3846,2434,Limpieza,60,37,Bodega Sur
2024-02-27,F00298,Ana Torres,Supermercados Nova,Detergente Enzimático,L240225,66,6341,3828,Limpieza,269,203,Bodega Norte
2024-02-27,F00298,Ana Torres,Supermercados Nova,Aditivo Antiespuma,L240221,28,6132,3291,Químicos,51,23,Bodega Norte
2024-02-27,F00298,Ana Torres,Supermercados Nova,Solvente Multiuso,L240210,32,7435,4997,Solventes,119,87,Bodega Norte
2024-02-27,F00298,Ana Torres,Supermercados Nova,Removedor de Ceras,L240206,4,9070,4977,Solventes,10,6,Bodega Norte
2024-02-27,F00299,Ana Torres,Comercial FríoSur,Aditivo Antiespuma,L240228,55,5485,3631,Químicos,123,68,Bodega Norte
2024-02-27,F00299,Ana Torres,Comercial FríoSur,Desinfectante Amonio,L240224,26,5187,3238,Limpieza,79,53,Bodega Norte
2024-02-27,F00299,Ana Torres,Comercial FríoSur,Detergente Enzimático,L240202,31,6625,3906,Limpieza,165,134,Bodega Norte
2024-02-28,F00300,Pedro Ruiz,Supermercados Nova,Aditivo Antiespuma,L240208,19,5702,3644,Químicos,63,44,Bodega Norte
2024-02-28,F00300,Pedro Ruiz,Supermercados Nova,Detergente Enzimático,L240212,8,6452,3749,Limpieza,21,13,Bodega Norte
2024-02-28,F00300,Pedro Ruiz,Supermercados Nova,Detergente Enzimático,L240216,8,6452,3749,Limpieza,21,13,Bodega Norte
2024-02-28,F00300,Pedro Ruiz,Supermercados Nova,Removedor de Ceras,L240201,1,8997,4922,Solventes,4,3,Bodega Norte
2024-02-28,F00300,Pedro Ruiz,Supermercados Nova,Solvente Multiuso,L240214,19,7031,4528,Solventes,66,47,Bodega Norte
2024-02-28,F00301,Juan Pérez,Comercial FríoSur,Desengrasante Industrial,L240203,41,4702,2888,Químicos,167,126,Bodega Centro
2024-02-28,F00301,Juan Pérez,Comercial FríoSur,Detergente Alcalino,L240228,19,3876,2523,Limpieza,40,21,Bodega Centro
2024-02-28,F00301,Juan Pérez,Comercial FríoSur,Aditivo Antiespuma,L240209,32,6040,3302,Químicos,88,56,Bodega Centro
2024-02-28,F00302,Juan Pérez,Industrias Polar,Removedor de Ceras,L240213,2,9429,5396,Solventes,7,5,Bodega Centro
2024-02-28,F00302,Juan Pérez,Industrias Polar,Removedor de Ceras,L240203,3,9429,5396,Solventes,6,3,Bodega Centro
2024-02-29,F00303,Pedro Ruiz,Química Valpo,Solvente Multiuso,L240212,4,8091,4928,Solventes,7,3,Bodega Sur
2024-02-29,F00303,Pedro Ruiz,Química Valpo,Solvente Multiuso,L240224,4,8091,4928,Solventes,12,8,Bodega Sur
2024-02-29,F00303,Pedro Ruiz,Química Valpo,Detergente Alcalino,L240221,20,3811,2298,Limpieza,43,23,Bodega Sur
2024-02-29,F00304,María López,Servicios Mineros Z,Solvente Multiuso,L240225,9,7041,4604,Solventes,14,5,Bodega Norte
2024-02-29,F00304,María López,Servicios Mineros Z,Detergente Enzimático,L240217,36,6315,3802,Limpieza,114,78,Bodega Norte
2024-02-29,F00304,María López,Servicios Mineros Z,Removedor de Ceras,L240213,11,9425,5531,Solventes,11,0,Bodega Norte
2024-03-01,F00305,Ana Torres,MetalMaq Ltda,Desengrasante Industrial,L240313,65,4788,3056,Químicos,240,175,Bodega Norte
2024-03-01,F00305,Ana Torres,MetalMaq Ltda,Desengrasante Industrial,L240309,4,4788,3056,Químicos,11,7,Bodega Norte
2024-03-01,F00305,Ana Torres,MetalMaq Ltda,Sellador Epóxico,L240308,5,13144,8442,Químicos,13,8,Bodega Norte
2024-03-01,F00306,Pedro Ruiz,Retail Pacífico,Sellador Epóxico,L240311,7,13232,8708,Químicos,12,5,Bodega Sur
2024-03-01,F00306,Pedro Ruiz,Retail Pacífico,Desinfectante Amonio,L240322,17,5391,3321,Limpieza,24,7,Bodega Sur
2024-03-02,F00307,Ana Torres,Retail Pacífico,Aditivo Antiespuma,L240310,21,5990,3705,Químicos,51,30,Bodega Norte
2024-03-02,F00308,Ana Torres,Química Valpo,Removedor de Ceras,L240311,6,9217,5119,Solventes,9,3,Bodega Norte
2024-03-02,F00308,Ana Torres,Química Valpo,Detergente Enzimático,L240304,26,6194,4003,Limpieza,36,10,Bodega Norte
2024-03-02,F00309,Juan Pérez,Logística Andes,Solvente Multiuso,L240310,15,7331,4752,Solventes,52,37,Bodega Sur
2024-03-02,F00309,Juan Pérez,Logística Andes,Desinfectante Amonio,L240311,13,5490,3267,Limpieza,39,26,Bodega Sur
2024-03-04,F00310,Pedro Ruiz,Distribuidora Austral,Sellador Epóxico,L240302,5,13351,9125,Químicos,17,12,Bodega Norte
2024-03-04,F00310,Pedro Ruiz,Distribuidora Austral,Detergente Enzimático,L240313,27,6047,3722,Limpieza,69,42,Bodega Norte
2024-03-04,F00310,Pedro Ruiz,Distribuidora Austral,Desinfectante Amonio,L240306,21,4961,3093,Limpieza,99,78,Bodega Norte
2024-03-05,F00311,Ana Torres,Comercial FríoSur,Desinfectante Amonio,L240311,5,5224,3236,Limpieza,18,13,Bodega Norte
2024-03-05,F00312,María López,Alimentos Andinos,Detergente Enzimático,L240329,46,6599,3722,Limpieza,121,75,Bodega Norte
2024-03-05,F00312,María López,Alimentos Andinos,Removedor de Ceras,L240318,6,9070,4882,Solventes,20,14,Bodega Norte
2024-03-05,F00313,Pedro Ruiz,Química Valpo,Desengrasante Industrial,L240324,53,4599,2994,Químicos,103,50,Bodega Norte
2024-03-05,F00313,Pedro Ruiz,Química Valpo,Desinfectante Amonio,L240307,6,4956,3056,Limpieza,16,10,Bodega Norte
2024-03-05,F00313,Pedro Ruiz,Química Valpo,Solvente Multiuso,L240322,23,7828,4429,Solventes,65,42,Bodega Norte
2024-03-07,F00314,Juan Pérez,Distribuidora Austral,Desinfectante Amonio,L240317,27,5587,3012,Limpieza,50,23,Bodega Sur
2024-03-07,F00315,Ana Torres,MetalMaq Ltda,Solvente Multiuso,L240319,6,7560,4737,Solventes,13,7,Bodega Sur
2024-03-07,F00315,Ana Torres,MetalMaq Ltda,Desengrasante Industrial,L240321,31,4839,2976,Químicos,69,38,Bodega Sur
2024-03-07,F00315,Ana Torres,MetalMaq Ltda,Sellador Epóxico,L240318,3,12735,8692,Químicos,11,8,Bodega Sur
2024-03-07,F00316,Juan Pérez,MetalMaq Ltda,Solvente Multiuso,L240322,24,7337,4664,Solventes,75,51,Bodega Centro
2024-03-07,F00316,Juan Pérez,MetalMaq Ltda,Aditivo Antiespuma,L240301,67,6077,3558,Químicos,215,148,Bodega Centro
2024-03-09,F00317,Pedro Ruiz,Retail Pacífico,Desinfectante Amonio,L240303,25,5312,3068,Limpieza,62,37,Bodega Sur
2024-03-12,F00318,María López,Química Valpo,Sellador Epóxico,L240324,2,12773,9270,Químicos,4,2,Bodega Sur
2024-03-12,F00318,María López,Química Valpo,Sellador Epóxico,L240305,4,12773,9270,Químicos,8,4,Bodega Sur
2024-03-12,F00318,María López,Química Valpo,Solvente Multiuso,L240303,15,7361,4950,Solventes,63,48,Bodega Sur
2024-03-12,F00319,Pedro Ruiz,Química Valpo,Detergente Alcalino,L240306,2,3913,2316,Limpieza,8,6,Bodega Centro
2024-03-12,F00319,Pedro Ruiz,Química Valpo,Detergente Alcalino,L240302,24,3913,2316,Limpieza,90,66,Bodega Centro
2024-03-12,F00319,Pedro Ruiz,Química Valpo,Sellador Epóxico,L240304,3,12295,8605,Químicos,4,1,Bodega Centro
2024-03-14,F00320,María López,Química Valpo,Solvente Multiuso,L240324,20,7387,4726,Solventes,34,14,Bodega Sur
2024-03-14,F00320,María López,Química Valpo,Sellador Epóxico,L240301,8,13309,9227,Químicos,18,10,Bodega Sur
2024-03-14,F00321,María López,Supermercados Nova,Detergente Enzimático,L240326,67,5976,3771,Limpieza,125,58,Bodega Centro
2024-03-14,F00321,María López,Supermercados Nova,Removedor de Ceras,L240319,4,9151,5556,Solventes,8,4,Bodega Centro
2024-03-14,F00321,María López,Supermercados Nova,Removedor de Ceras,L240319,3,9151,5556,Solventes,9,6,Bodega Centro
2024-03-14,F00321,María López,Supermercados Nova,Desinfectante Amonio,L240322,3,5115,3371,Limpieza,12,9,Bodega Centro
2024-03-14,F00321,María López,Supermercados Nova,Desinfectante Amonio,L240324,14,5115,3371,Limpieza,36,22,Bodega Centro
2024-03-14,F00322,Juan Pérez,Supermercados Nova,Detergente Enzimático,L240319,31,6243,3747,Limpieza,110,79,Bodega Sur
2024-03-16,F00323,Pedro Ruiz,Comercial FríoSur,Detergente Enzimático,L240319,28,6624,4153,Limpieza,40,12,Bodega Centro
2024-03-16,F00323,Pedro Ruiz,Comercial FríoSur,Solvente Multiuso,L240324,24,7227,4932,Solventes,67,43,Bodega Centro
2024-03-16,F00323,Pedro Ruiz,Comercial FríoSur,Removedor de Ceras,L240314,7,8920,5540,Solventes,21,14,Bodega Centro
2024-03-16,F00324,María López,Servicios Mineros Z,Solvente Multiuso,L240303,9,8081,5060,Solventes,24,15,Bodega Sur
2024-03-16,F00324,María López,Servicios Mineros Z,Desinfectante Amonio,L240304,13,5456,2956,Limpieza,23,10,Bodega Sur
2024-03-16,F00324,María López,Servicios Mineros Z,Desengrasante Industrial,L240319,27,5090,3284,Químicos,116,89,Bodega Sur
2024-03-16,F00324,María López,Servicios Mineros Z,Desengrasante Industrial,L240304,10,5090,3284,Químicos,36,26,Bodega Sur
2024-03-18,F00325,Pedro Ruiz,Logística Andes,Solvente Multiuso,L240328,4,7096,4613,Solventes,7,3,Bodega Centro
2024-03-18,F00325,Pedro Ruiz,Logística Andes,Desinfectante Amonio,L240305,10,5239,3025,Limpieza,42,32,Bodega Centro
2024-03-18,F00325,Pedro Ruiz,Logística Andes,Detergente Enzimático,L240304,4,6675,3899,Limpieza,12,8,Bodega Centro
2024-03-18,F00325,Pedro Ruiz,Logística Andes,Detergente Enzimático,L240314,30,6675,3899,Limpieza,94,64,Bodega Centro
2024-03-18,F00326,Ana Torres,Logística Andes,Detergente Enzimático,L240320,18,5898,3614,Limpieza,62,44,Bodega Centro
2024-03-18,F00326,Ana Torres,Logística Andes,Detergente Enzimático,L240319,13,5898,3614,Limpieza,47,34,Bodega Centro
2024-03-18,F00326,Ana Torres,Logística Andes,Aditivo Antiespuma,L240303,11,6038,3686,Químicos,12,1,Bodega Centro
2024-03-18,F00326,Ana Torres,Logística Andes,Aditivo Antiespuma,L240309,39,6038,3686,Químicos,64,25,Bodega Centro
2024-03-18,F00326,Ana Torres,Logística Andes,Detergente Alcalino,L240319,2,4076,2498,Limpieza,7,5,Bodega Centro
2024-03-18,F00326,Ana Torres,Logística Andes,Detergente Alcalino,L240318,15,4076,2498,Limpieza,23,8,Bodega Centro
2024-03-19,F00327,Juan Pérez,Logística Andes,Removedor de Ceras,L240318,6,9092,5134,Solventes,9,3,Bodega Sur
2024-03-19,F00327,Juan Pérez,Logística Andes,Detergente Enzimático,L240329,26,6546,4072,Limpieza,84,58,Bodega Sur
2024-03-19,F00327,Juan Pérez,Logística Andes,Desengrasante Industrial,L240315,2,4992,3299,Químicos,4,2,Bodega Sur
2024-03-19,F00327,Juan Pérez,Logística Andes,Desengrasante Industrial,L240313,50,4992,3299,Químicos,86,36,Bodega Sur
2024-03-19,F00327,Juan Pérez,Logística Andes,Sellador Epóxico,L240327,6,13556,9268,Químicos,20,14,Bodega Sur
2024-03-19,F00328,Pedro Ruiz,MetalMaq Ltda,Detergente Alcalino,L240324,14,4199,2295,Limpieza,57,43,Bodega Norte
2024-03-19,F00328,Pedro Ruiz,MetalMaq Ltda,Removedor de Ceras,L240312,6,9611,5535,Solventes,17,11,Bodega Norte
2024-03-19,F00329,María López,Retail Pacífico,Detergente Enzimático,L240315,342,6319,3823,Limpieza,1141,799,Bodega Norte
2024-03-19,F00329,María López,Retail Pacífico,Aditivo Antiespuma,L240329,62,5533,3263,Químicos,136,74,Bodega Norte
2024-03-19,F00329,María López,Retail Pacífico,Solvente Multiuso,L240310,20,7268,4896,Solventes,63,43,Bodega Norte
2024-03-19,F00330,Juan Pérez,MetalMaq Ltda,Removedor de Ceras,L240316,3,9594,4956,Solventes,7,4,Bodega Sur
2024-03-20,F00331,María López,Servicios Mineros Z,Desinfectante Amonio,L240317,16,5305,3191,Limpieza,44,28,Bodega Norte
2024-03-20,F00331,María López,Servicios Mineros Z,Sellador Epóxico,L240328,1,12722,9375,Químicos,2,1,Bodega Norte
2024-03-21,F00332,Juan Pérez,Supermercados Nova,Aditivo Antiespuma,L240320,39,5528,3528,Químicos,154,115,Bodega Norte
2024-03-21,F00332,Juan Pérez,Supermercados Nova,Removedor de Ceras,L240325,1,9089,5336,Solventes,2,1,Bodega Norte
2024-03-21,F00333,Ana Torres,Distribuidora Austral,Detergente Enzimático,L240314,1,6508,3853,Limpieza,2,1,Bodega Centro
2024-03-22,F00334,Ana Torres,MetalMaq Ltda,Detergente Enzimático,L240311,63,6579,3834,Limpieza,127,64,Bodega Norte
2024-03-22,F00334,Ana Torres,MetalMaq Ltda,Desengrasante Industrial,L240316,9,4801,2958,Químicos,33,24,Bodega Norte
2024-03-22,F00334,Ana Torres,MetalMaq Ltda,Desengrasante Industrial,L240312,25,4801,2958,Químicos,86,61,Bodega Norte
2024-03-22,F00334,Ana Torres,MetalMaq Ltda,Removedor de Ceras,L240323,2,8964,5469,Solventes,9,7,Bodega Norte
2024-03-22,F00334,Ana Torres,MetalMaq Ltda,Removedor de Ceras,L240301,5,8964,5469,Solventes,16,11,Bodega Norte
2024-03-22,F00334,Ana Torres,MetalMaq Ltda,Sellador Epóxico,L240327,4,12376,9443,Químicos,13,9,Bodega Norte
2024-03-22,F00334,Ana Torres,MetalMaq Ltda,Sellador Epóxico,L240313,3,12376,9443,Químicos,12,9,Bodega Norte
2024-03-22,F00335,María López,Comercial FríoSur,Desinfectante Amonio,L240311,25,5139,3076,Limpieza,74,49,Bodega Centro
2024-03-22,F00336,Juan Pérez,Industrias Polar,Desengrasante Industrial,L240321,50,5246,3158,Químicos,90,40,Bodega Centro
2024-03-22,F00336,Juan Pérez,Industrias Polar,Desinfectante Amonio,L240327,35,5535,3082,Limpieza,104,69,Bodega Centro
2024-03-22,F00336,Juan Pérez,Industrias Polar,Aditivo Antiespuma,L240307,23,5774,3352,Químicos,68,45,Bodega Centro
2024-03-23,F00337,Ana Torres,Distribuidora Austral,Solvente Multiuso,L240321,19,7247,4925,Solventes,82,63,Bodega Centro
2024-03-23,F00337,Ana Torres,Distribuidora Austral,Detergente Enzimático,L240315,52,6660,3627,Limpieza,173,121,Bodega Centro
2024-03-23,F00337,Ana Torres,Distribuidora Austral,Detergente Alcalino,L240311,13,3891,2376,Limpieza,15,2,Bodega Centro
2024-03-23,F00338,Ana Torres,Química Valpo,Sellador Epóxico,L240306,3,13357,8456,Químicos,5,2,Bodega Norte
2024-03-23,F00338,Ana Torres,Química Valpo,Sellador Epóxico,L240313,2,13357,8456,Químicos,6,4,Bodega Norte
2024-03-23,F00338,Ana Torres,Química Valpo,Detergente Enzimático,L240320,58,6034,4020,Limpieza,85,27,Bodega Norte
2024-03-23,F00338,Ana Torres,Química Valpo,Aditivo Antiespuma,L240304,39,5824,3285,Químicos,126,87,Bodega Norte
2024-03-23,F00339,Juan Pérez,Logística Andes,Removedor de Ceras,L240310,3,8998,5045,Solventes,15,12,Bodega Centro
2024-03-23,F00339,Juan Pérez,Logística Andes,Desengrasante Industrial,L240306,43,4588,2907,Químicos,267,224,Bodega Centro
2024-03-25,F00340,Ana Torres,Logística Andes,Solvente Multiuso,L240318,14,7320,4428,Solventes,20,6,Bodega Norte
2024-03-25,F00341,Juan Pérez,Industrias Polar,Desengrasante Industrial,L240328,43,5070,2877,Químicos,102,59,Bodega Norte
2024-03-25,F00341,Juan Pérez,Industrias Polar,Detergente Enzimático,L240321,57,6285,4129,Limpieza,176,119,Bodega Norte
2024-03-25,F00341,Juan Pérez,Industrias Polar,Aditivo Antiespuma,L240305,33,6125,3386,Químicos,133,100,Bodega Norte
2024-03-25,F00342,Juan Pérez,Industrias Polar,Aditivo Antiespuma,L240318,56,6147,3302,Químicos,56,0,Bodega Centro
2024-03-25,F00342,Juan Pérez,Industrias Polar,Solvente Multiuso,L240317,17,7087,5012,Solventes,48,31,Bodega Centro
2024-03-25,F00342,Juan Pérez,Industrias Polar,Detergente Alcalino,L240319,12,3818,2249,Limpieza,35,23,Bodega Centro
2024-03-25,F00342,Juan Pérez,Industrias Polar,Removedor de Ceras,L240302,8,8452,4976,Solventes,30,22,Bodega Centro
2024-03-25,F00343,Juan Pérez,Logística Andes,Desengrasante Industrial,L240304,22,5055,3081,Químicos,72,50,Bodega Norte
2024-03-25,F00343,Juan Pérez,Logística Andes,Desinfectante Amonio,L240301,5,5451,3230,Limpieza,12,7,Bodega Norte
2024-03-25,F00343,Juan Pérez,Logística Andes,Desinfectante Amonio,L240302,12,5451,3230,Limpieza,41,29,Bodega Norte
2024-03-25,F00344,María López,Industrias Polar,Aditivo Antiespuma,L240304,18,5901,3592,Químicos,73,55,Bodega Centro
2024-03-25,F00344,María López,Industrias Polar,Desinfectante Amonio,L240315,19,4973,3241,Limpieza,53,34,Bodega Centro
2024-03-26,F00345,Pedro Ruiz,Distribuidora Austral,Aditivo Antiespuma,L240313,34,6137,3622,Químicos,141,107,Bodega Centro
2024-03-26,F00345,Pedro Ruiz,Distribuidora Austral,Sellador Epóxico,L240310,1,12927,9497,Químicos,3,2,Bodega Centro
2024-03-26,F00345,Pedro Ruiz,Distribuidora Austral,Removedor de Ceras,L240326,9,8667,5573,Solventes,30,21,Bodega Centro
2024-03-26,F00345,Pedro Ruiz,Distribuidora Austral,Detergente Enzimático,L240325,17,6438,3921,Limpieza,17,0,Bodega Centro
2024-03-26,F00345,Pedro Ruiz,Distribuidora Austral,Detergente Enzimático,L240309,24,6438,3921,Limpieza,47,23,Bodega Centro
2024-03-26,F00346,María López,Comercial FríoSur,Desengrasante Industrial,L240317,54,4798,3132,Químicos,224,170,Bodega Sur
2024-03-26,F00346,María López,Comercial FríoSur,Desinfectante Amonio,L240326,4,5242,3284,Limpieza,6,2,Bodega Sur
2024-03-26,F00346,María López,Comercial FríoSur,Desinfectante Amonio,L240318,12,5242,3284,Limpieza,51,39,Bodega Sur
2024-03-26,F00346,María López,Comercial FríoSur,Detergente Enzimático,L240326,11,6188,3890,Limpieza,43,32,Bodega Sur
2024-03-27,F00347,Juan Pérez,MetalMaq Ltda,Detergente Enzimático,L240328,71,6428,3834,Limpieza,285,214,Bodega Centro
2024-03-27,F00347,Juan Pérez,MetalMaq Ltda,Desengrasante Industrial,L240303,20,4779,3169,Químicos,44,24,Bodega Centro
2024-03-27,F00347,Juan Pérez,MetalMaq Ltda,Desengrasante Industrial,L240319,3,4779,3169,Químicos,11,8,Bodega Centro
2024-03-27,F00347,Juan Pérez,MetalMaq Ltda,Removedor de Ceras,L240308,5,8528,5161,Solventes,12,7,Bodega Centro
2024-03-27,F00347,Juan Pérez,MetalMaq Ltda,Aditivo Antiespuma,L240329,47,6147,3479,Químicos,212,165,Bodega Centro
2024-03-27,F00348,María López,Servicios Mineros Z,Removedor de Ceras,L240317,5,8588,5199,Solventes,8,3,Bodega Sur
2024-03-27,F00348,María López,Servicios Mineros Z,Detergente Enzimático,L240325,51,5836,4100,Limpieza,115,64,Bodega Sur
2024-03-27,F00348,María López,Servicios Mineros Z,Desinfectante Amonio,L240316,25,5524,3282,Limpieza,68,43,Bodega Sur
2024-03-27,F00348,María López,Servicios Mineros Z,Sellador Epóxico,L240327,5,13004,8651,Químicos,26,21,Bodega Sur
2024-03-27,F00348,María López,Servicios Mineros Z,Detergente Alcalino,L240328,19,3900,2322,Limpieza,57,38,Bodega Sur
2024-03-28,F00349,Juan Pérez,Química Valpo,Sellador Epóxico,L240327,3,13185,9059,Químicos,10,7,Bodega Sur
2024-03-28,F00350,Ana Torres,Comercial FríoSur,Solvente Multiuso,L240310,25,7389,4565,Solventes,106,81,Bodega Sur
2024-03-28,F00350,Ana Torres,Comercial FríoSur,Detergente Enzimático,L240309,18,5984,4081,Limpieza,51,33,Bodega Sur
2024-03-28,F00350,Ana Torres,Comercial FríoSur,Removedor de Ceras,L240307,4,9184,5590,Solventes,17,13,Bodega Sur
2024-03-28,F00350,Ana Torres,Comercial FríoSur,Removedor de Ceras,L240308,3,9184,5590,Solventes,8,5,Bodega Sur
2024-03-28,F00350,Ana Torres,Comercial FríoSur,Detergente Alcalino,L240310,25,3928,2417,Limpieza,91,66,Bodega Sur
2024-03-28,F00351,Pedro Ruiz,Distribuidora Austral,Detergente Alcalino,L240328,15,3749,2493,Limpieza,32,17,Bodega Centro
2024-03-28,F00351,Pedro Ruiz,Distribuidora Austral,Removedor de Ceras,L240316,7,9357,5235,Solventes,16,9,Bodega Centro
2024-03-29,F00352,Juan Pérez,Comercial FríoSur,Sellador Epóxico,L240324,3,13609,9445,Químicos,12,9,Bodega Centro
2024-03-29,F00352,Juan Pérez,Comercial FríoSur,Removedor de Ceras,L240329,5,8702,5299,Solventes,6,1,Bodega Centro
2024-03-30,F00353,Juan Pérez,Industrias Polar,Solvente Multiuso,L240317,5,7293,4413,Solventes,18,13,Bodega Sur
2024-03-30,F00353,Juan Pérez,Industrias Polar,Solvente Multiuso,L240323,24,7293,4413,Solventes,49,25,Bodega Sur
2024-03-30,F00353,Juan Pérez,Industrias Polar,Desinfectante Amonio,L240324,24,5149,3009,Limpieza,79,55,Bodega Sur
2024-03-30,F00353,Juan Pérez,Industrias Polar,Aditivo Antiespuma,L240327,48,5495,3701,Químicos,222,174,Bodega Sur
2024-03-30,F00354,María López,Industrias Polar,Detergente Alcalino,L240315,15,3918,2511,Limpieza,58,43,Bodega Norte
2024-03-30,F00354,María López,Industrias Polar,Sellador Epóxico,L240303,1,12134,9218,Químicos,4,3,Bodega Norte
2024-03-30,F00354,María López,Industrias Polar,Sellador Epóxico,L240320,5,12134,9218,Químicos,12,7,Bodega Norte
2024-03-30,F00354,María López,Industrias Polar,Aditivo Antiespuma,L240317,25,6015,3709,Químicos,90,65,Bodega Norte
2024-03-30,F00354,María López,Industrias Polar,Removedor de Ceras,L240321,10,9004,4965,Solventes,29,19,Bodega Norte
2024-03-30,F00354,María López,Industrias Polar,Removedor de Ceras,L240322,1,9004,4965,Solventes,4,3,Bodega Norte
2024-04-01,F00355,María López,Comercial FríoSur,Solvente Multiuso,L240411,2,7216,4647,Solventes,14,12,Bodega Centro
2024-04-01,F00355,María López,Comercial FríoSur,Solvente Multiuso,L240404,16,7216,4647,Solventes,49,33,Bodega Centro
2024-04-01,F00355,María López,Comercial FríoSur,Aditivo Antiespuma,L240414,20,5553,3231,Químicos,84,64,Bodega Centro
2024-04-01,F00355,María López,Comercial FríoSur,Desinfectante Amonio,L240413,18,5527,3001,Limpieza,18,0,Bodega Centro
2024-04-01,F00355,María López,Comercial FríoSur,Sellador Epóxico,L240420,2,11933,8667,Químicos,5,3,Bodega Centro
2024-04-01,F00356,Ana Torres,Química Valpo,Desengrasante Industrial,L240402,53,5184,2946,Químicos,228,175,Bodega Centro
2024-04-01,F00356,Ana Torres,Química Valpo,Solvente Multiuso,L240405,26,7740,4425,Solventes,94,68,Bodega Centro
2024-04-01,F00356,Ana Torres,Química Valpo,Detergente Enzimático,L240407,24,6466,3703,Limpieza,83,59,Bodega Centro
2024-04-01,F00356,Ana Torres,Química Valpo,Desinfectante Amonio,L240401,27,5429,3011,Limpieza,91,64,Bodega Centro
2024-04-01,F00357,Pedro Ruiz,MetalMaq Ltda,Aditivo Antiespuma,L240421,24,6072,3312,Químicos,110,86,Bodega Centro
2024-04-01,F00357,Pedro Ruiz,MetalMaq Ltda,Detergente Enzimático,L240427,22,5904,4041,Limpieza,36,14,Bodega Centro
2024-04-01,F00357,Pedro Ruiz,MetalMaq Ltda,Sellador Epóxico,L240407,4,12635,9095,Químicos,9,5,Bodega Centro
2024-04-01,F00357,Pedro Ruiz,MetalMaq Ltda,Desengrasante Industrial,L240421,37,4968,2899,Químicos,131,94,Bodega Centro
